"id","text","topic"
"675803950294020096","Amo la navidad!!!! #Yehiiiiiiiiii
Alma Rivera https://t.co/4UYUpzX7yv","11"
"674623047513411584","España: Un embajador y un diputado del PP cobran millonarias comisiones en el extranjero:  https://t.co/2Tbmgq5fxQ","2"
"671672560153731072","#ar El PP considera a Rajoy ganador del debate pese a su ausencia https://t.co/VoPOwrnB5J","9"
"662392042174160896","RT @AntSoubrieCs: La ""cocina"" del CIS perjudica a @CiudadanosCs https://t.co/KqelNwiDFz vía @libertaddigital","1"
"677574633021902848","#EnDirecto Interviene Miguel Ángel Heredia, Secretario General Provincial del PSOE en Málaga https://t.co/etFHAK6gsS https://t.co/ZHhja18xHj","9"
"677820467420520448","@IntendenciaRM paren la lesera y por favor urgente gestionen cambios en leyes!! Es obligación de Ustedes dar protección a sus ciudadanos!","11"
"661882850870960128","'El hormiguero' logra su mejor cuota histórica (21,7%) en prime time con la visita de Pablo Iglesias https://t.co/0KUWBxrFKs","9"
"674964924993576961","RT @Uxia_Romero: Ole tu forma cutre de evitar pagar pensiones y dificultar que jóvenes tengan trabajo porque los mayores ocupan sus puestos…","2"
"673631221688217600","Pablo Casado (la gran esperanza blanca del PP) me recuerda demasiado a Sonny Corleone #ObjetivoDebateEconomía https://t.co/Cdeu5shXZU","10"
"675978995385659392","RT @denterd: Marta Rivera(3a candidata C's al Congreso):""Los toros volverán a CAT xq las merluzas pescadas también sufren 2 días"" https://t…","2"
"673800039148462080","RT @libertaddigital: Rivera pide a Maduro que acepte el triunfo de la oposición https://t.co/clWS5dPiya","2"
"661196031942610945","El sondeo de ‘El País’ sitúa a C's por delante del PSOE y Podemos se recupera con fuerza https://t.co/YIIslrqnxP vía @_infoLibre","1"
"669844398587424769","@_nuksazi En serio, hoy me voy de la vida. Primero que Albert Rivera está follable y ahora esto.","10"
"677150252315648000","RT @ErnestoEkaizer: #EstoesProbidadyDecencia.
 Rajoy con los ""amigos"" que cobraron 1,5 millones € reformar Génova https://t.co/sbJZWy5aNy v…","2"
"661082181901635584","RT @elespanolcom: Por qué Ciudadanos (aún) no supera al PSOE en los sondeos. Con gráficos de @kikollan. https://t.co/zxcMKgpQVX https://t.c…","1"
"671007651480891392","Ciudadanos: toda la cultura tendrá un IVA del 7% https://t.co/nVkhhZ6noq vía @CincoDiascom","2"
"676929990487900163","RT @Xuxipc: Eh...oh...ah...esto...eh...ah...uh...que...no sé...analicémoslo fríamente, no nos pongamos nerviosos... https://t.co/d9tMZY9CSG
TWEET CITADO POR EL RETWEETEADO: Otros quieren subir los impuestos; nosotros, no. En el ADN del @PPopular está bajarlos y lo vamos a seguir haciendo #VotaEnSerio","2"
"668196995429998592","RT @ahorapodemos: ""No vamos a consentir que se tenga mejor o peor educación en función de la cuenta corriente"" @Pablo_Iglesias_ #L6Ncalleig…","2"
"677622946840616960","RT @SaraGalvanL: Los nuevos partidos junto con el PP nos quieren vender ""el cuento de la vieja"" https://t.co/lB8sjClhUH
TWEET CITADO POR EL RETWEETEADO: I.G.Pando: C's propone q los autónomos no paguen hasta no recibir beneficios. Esto supone aumentar el agujero de la Seguridad Social.","2"
"663405775709151232","RT @jmaryli: @LaperrinaChispi @PSOE L@s socialistas nos sumamos dsd el minuto 1. El resto no puede decir lo mismo. #Nosqueremosvivas #Machi…","2"
"672894070839226368","#Responsabilidad comparada  |  Los candidatos ya han prometido 253.000 millones (y la campaña acaba de empezar) #20D https://t.co/CAwCPp5CV0","1"
"673988858833477637","Es importantísimo lo q desde el @PPopular se ha hecho en el gobierno, independencia judicial y d actuación! #7dELDebateDecisivo","2"
"677955424784678912","RT @silviamoyano: ""Hacer país es hablar de la violencia machista y esforzarse para acabar con ella"" @pablo_iglesias_ #VotaPodemos20D https:…","2"
"673272668393766912","RT @DINOSSO1: Al Señor Rajoy le está lloviendo hostias por todos los lados. Me alegro que haya accedido a las preguntas de lxs ciudadanxs.","9"
"679653833698574337","RT @marodriguezb: Sáchez va a llevar a España a nuevas elecciones y al PSOE a desaparecer. Vaya estratega...","1"
"678728478858997760","Me gusta la idea PP - PSOE.","1"
"679451672473567232","RT @MundoTvNoticias: #Titu Presencia militar en los mercados capitalinos da confianza a los ciudadanos quienes abarrotan las tiendas https:…","11"
"678242446044565504","RT @AlexPlah_: 🌲SORTEO DE NAVIDAD🌲

2 BANNERS Y 2 PP'S

DAR RT &amp; MG PARA PARTICIPAR

TERMINA EL 25/12/15

SUERTE 😜 😆

EJEMPLOS 😬 https://t.…","11"
"667443201335234560","Siiiiii, el 20D será @CiudadanosCs #AlbertPresidente  https://t.co/QRPyq8sU3x
TWEET CITADO: @Albert_Rivera @sigmados @CiudadanosCs @telecincoes https://t.co/Gec8iI6NV4","1"
"675793204642492416","RT @PodemosBp: El #20D los socialistas de corazón apostaremos por alguien que #SiNosRepresenta #PabloIglesiasUTN https://t.co/uZ5xh3Ve5K","1"
"677781674919395329",".@Albert_Rivera :Vamos a suprimir el Senado. .@CiudadanosCs .@nitofoncuberta","2"
"671110850208530435","RT @NoNacionalistaX: Separatas al borde de un ataque de nervios!
@CiudadanosCs gana en Cataluña
Horrooooorrrrrrr!!!! https://t.co/4Lnfha70sI","2"
"673793800511332352","@PodemosCCCP @venebren @MartaRuizCas @Albert_Rivera Eso es Podemos.Negar el régimen y apoyarlo a toda costa.CONOZCO GENTE ALLÍ Y SE LO Q HAY","1"
"679005435207262208","RT @ElMundoEnVivo: Rivera se centra en el PSOE: ""Tiene que decidir si quiere que comience la legislatura y quiere un país gobernable"" https…","1"
"671439423788163072","RT @jorgepelli: .@marianorajoy: ""Vamos a ampliar en 4 años la exención de la cuota a la SS para nuevos contratos indefinidos."" BIEN! #Rajoy…","2"
"667695497948319744","RT @Cs_Andalucia: Ciudadanos propone un Pacto Nacional por la Educación para luchar contra el fracaso escolar https://t.co/v9iM8k0OaA","2"
"667382325475328000","En el encuentro de corresponsales ciudadanos #ccknews @isain @HDeLaCruzO @CesarCancinoK","11"
"677945288926044161","RT @Aleidaarias1: quien es Daniel Rivera?","11"
"678736022616846336","RT @javiqm94: El Partido Popular ha perdido 3,9 millones de votos respecto al año 2011. Ciudadanos ha sumado 3,3 millones de votos. ¿Casual…","1"
"672801073057406976","RT @ecologistas: Cuando le preguntas al @ppopular por las energías renovables. El #PPNoQuiereRenovables, tampoco saben lo que son. https://…","2"
"675678406558765056","RT @PugaGmail: #Albert Rivera,esta súper enfadado,el dilema no es otro q la caña q le estamos metiendo en las redes sociales #C's,el machis…","9"
"676836489376964608","RT @PP_Ovd: El presidente Mariano Rajoy ha realizado el anuncio más importante de la campaña con la nueva rebaja fiscal que... https://t.co…","2"
"661294640570703872","RT @JBassetsMelilla: Pedro @SanchezCastejon: ""@tve_tve es hoy una televisión de unos pocos, queremos que sea de todos""
#PedroSánchezenTVE h…","2"
"661600397031825409","CSSP arremete contra el PP por frenar el desarrollo de Arroyo Palomera - LOCAL | marbella24horas.es https://t.co/OLCulEKXmY","2"
"676888212602793984","Un comentario de Risto sobre Pablo Iglesias enfada a los usuarios de las redes sociales https://t.co/iQ8AVTZdFP https://t.co/ckKoYJEnxj","9"
"675007049286221824","Pedro Sánchez tiene tan poca gracia que seguro que pierde el cara a cara contra Rajoy","9"
"676385785411715072","RT @Pablo_Iglesias_: Feliz cumple @ierrejon. Por ti no pasa el tiempo hermano ;) Veo que te han hecho un regalazo https://t.co/RAEKELSwT7","10"
"673195142862475264","RT @CiudadanosCs: ¿Por qué deberías votar a Ciudadanos el #20D? Nos lo cuenta en este vídeo @pedrant83 de @CsCeuti
https://t.co/C4NsAdirQS","9"
"678166563976044544","RT @Anonymous_UE: Bombazo. Villegas de @CiudadanosCs omitió las cuentas de una sociedad fantasma para financiar el partido. https://t.co/Ag…","2"
"679307194060414977","RT @gonzalosicharm: PP decía que íbamos a pactar con PSOE y Podemos. Puro desprestigio. Ahora resulta que a lo mejor el tripartido necesari…","1"
"674127449656020992","@MAbehindmyeyes @Albert_Rivera pues más iluso me parece que pienses que la esperanza es rajoy o sánchez.","9"
"678255798246612992","RT @subversivos_: #JornadaDeReflexion El que quería liderar el cambio se inmola en favor del #PP se cayo la 👺 
https://t.co/VOpfAwfVcP http…","1"
"679646700626145280","RT @larazon_es: #AMPLIAMOS Sánchez reitera su «no» a Rajoy pero descarta repetir elecciones https://t.co/oMYtxFDXtO https://t.co/E3S89W0RLY","1"
"674866281137459200","https://t.co/DGnSdg32mz ""El open space de C's"", que ""chic"" que son los naranjitas,  y que importancia a la estética, derroche, vaya gestión","1"
"669639082436403200","RT @TONIBIZA2: Cada vez que Monedero insinúa que Rivera se droga, 200 votantes de Podemos se afilian a Ciudadanos.","10"
"676885535613407232","RT @serranomiralles: El cambio será realidad el #20D gracias a #Ciudadanos y a @_Raquel_Morales, a por ello!
https://t.co/WzLQREQj9u
TWEET CITADO POR EL RETWEETEADO: .@_Raquel_Morales “Hemos visto en la gente de Jaén la necesidad de un cambio” https://t.co/qrHxr0sPKb #Ciudadanos https://t.co/UlVay99xWP","1"
"675351763088732160","RT @PPopular: Ciudadanos recorta el derecho de las familias a elegir centro educativo https://t.co/vXyXUYydwa #EspañaEnSerio","2"
"679492041630466048","RT Alonso_Maister: KIKO RIVERA AL RESU PLS. ResurrectionESP","11"
"668856693279862784","RT @JsaMarbella: .@PSOEMalaga acusa a @AngelesMunoz_ de traicionar al pueblo de #Marbella para irse a Madrid

https://t.co/O0Uyk4yiQr https…","9"
"673262960756858882","RT @YOLAGUMAR: Desde @PPopular reivindicamos la política combatiendo la corrupcion https://t.co/lQrPekDkOb","2"
"678580009582387201","La party de la democracy compis! XD https://t.co/0VzCtdMD8N
TWEET CITADO: ¡Empezamos! #EleccionesGenerales2015
Aparecen sobres rellenos con papeletas del PP en Villaralbo (Zamora). https://t.co/MQBduEILXB","2"
"672106243109031936","RT @EsppeonzAguirre: Ya sabéis el motivo del #SíALaGuerraCs de CIUDADANOS #El20Decido JAJAJA
¡Alistaos! https://t.co/cbwLfaaepf","2"
"672858769991335936","RT @molivaresh: @LuisSalvador ""@CiudadanosCs pondrá un nuevo modelo económico que favorecerá el empleo y la creación del mismo"" https://t.c…","2"
"678582838044831744","RT @David_Busta: Yo ya ejercí mi derecho... #20D #YoVoto 😘👍 https://t.co/gO8qLa64iF","9"
"675431466499731457","RT @rcabrero75: El PSOE esta nervioso con #Podemos, empieza a dar verguenza, cayendo en los más bajos argumentos de Inda y Marhuenda https:…","1"
"675797952649158657","RT @ManPerCor2: .@PradasTorres: ""desde 1977, en Sevilla siempre ha ganado el #PSOE y lo volveremos a hacer"" #UnFuturoParaLaMayoría https://…","1"
"675319469816852481","@Clara_Serra_ @CiudadanosCs Como gane c's,y se quiten la careta veremos salir,al Rajoy,la Aguirre,etc","1"
"673276126995836928","RT @PPopular: ¿Qué es el fracking? Rajoy responde en #L6NcalleRajoy @MarianoRajoy https://t.co/lUo9PAQCCL","2"
"674346559195242496","RT @PonsVila1: El PP apuesta por reforzar la cohesión territorial https://t.co/ckdMKEFuJH vía @esdiari_menorca","2"
"671368058842279936","RT @RuanodeBurnay: @Azotedemagogos @quijoteysanchez @isanseba @61MAKU @13tv_es Es que eso no es un debate.O te pones a su altura o te comen…","9"
"672136341405192192","Me imagino a Rajoy rojo del esfuerzo de intentar pensar cada vez que habla.","10"
"673583413975236608","RT @Nekane_987: Pablo Casado‼️ Qué tal por Suiza⁉️
✔️Qué tal la ""hucha pensiones"" de nuestros mayores⁉️ Parece ser q a #Rajoy...👂🏼😷 https:/…","2"
"675588520854036481","RT @MiguelAGBatista: PP-Podemos es un pacto preelectoral real. Palabra deI Iñaki Gabilondo https://t.co/AGp3tx7pba","1"
"676480040247427072","RT @voldemortsir: Tengo ya la propaganda electoral de Ciudadanos. Que forma tan peculiar de ganar votantes estos muggles. https://t.co/5msY…","9"
"665078361534963713","Como siempre, imprescindible leer a esta mujer. Muy grande!!  https://t.co/gXxbkMqtDq
TWEET CITADO: Periodismo palaciego de loa y saña. De él escribo hoy  | La democracia según Rajoy y los cronistas.. https://t.co/uzRmVGEETL via @eldiarioes","2"
"673581546687737856","RT @valenn754: Daniel Rivera y Tomy Aguero son TT 👈 👏✌","11"
"675626786940723200","RT @iescolar: DATOS: Así es “el empleo de calidad"" durante el Gobierno de Rajoy  https://t.co/IIoQViUSUs https://t.co/bNKf3g8fjP","2"
"668553430437380096","@ObjetivoLaSexta @Albert_Rivera la justicia es potestad particular...del cacique.","2"
"661213679229227008","PSOE y C's han dejado todo el protagonismo a Rajoy;¿saben qué esto los ha desactivado?¿han renunciado ganar 20d?¿los 3 tienen algún acuerdo?","1"
"676100476115513345","RT @PSOE: El PSOE nunca acabó con la negociación colectiva, el PP si @sanchezcastejon #7dElDebateDecisivo https://t.co/Y2xLDDGedL","2"
"674960126974017536","RT @jfalbertos: O_O
Intención directa de voto excluyendo a los mayores de 65 años.
Podemos 14.0
PSOE 13.8
Cs 13.6
PP 12.4
(Preelectoral CIS…","1"
"676333526938161152","RT @acrelgo: En #Andalucía #Podemos baila al son de la música de #Rajoy
""Vais muy bien"" Palos al #PSOE porque es la única alternativa y les…","9"
"678999651777912832","RT @CiudadanosCs: .@Albert_Rivera ""Nosotros estamos preparados para comenzar esta legislatura. Tenemos un equipo con 40 personas valientes""…","1"
"665838799356755968","Garrido (PP-A) pide a Rosa Aguilar que ""se tome en serio"" el fomento de la lectura, que ""se ha ralentizado"": E... https://t.co/JlRxU20PO0","2"
"674351754012721152","@GuiasTacticasES Me trolliaste weon. De todos modos, puedes votar al PP, PSOE (que se que me da por culo) o a Podemos (que no se si lo hará)","9"
"674823727243243520","RT @Candeliano: ""Primera exhumación de la Guerra Civil gracias a un juez extranjero"" Señores del PP y PSOE: #vergüenza. https://t.co/p3At5Z…","2"
"676176733712814080","RT @caminaando: . @Marimorena13tv con @Santi_ABASCAL de @vox_es  https://t.co/xWBuLoGfDa
TWEET CITADO POR EL RETWEETEADO: No veo en las propuestas del @PPopular ninguna propuesta q incentive a las Pymes a contratar, mal asunto para el #empleo #LMAguirre","2"
"668911150894080000","RT @subversivos_: “Cállense cuando está hablando un hombre”, frase del alcalde del #PP de Carboneras a una concejal en el último pleno http…","2"
"673455152632881152","RT @Unidadpopular__: Es difícil pensar en algo más perverso que escuchar a alguien del PP sacar pecho en materia laboral #L6Nretoempleo htt…","2"
"666620248435646464","Top story: Política - Un concejal del PP en Peñamellera Baja pide en facebook ""… https://t.co/OsmsYO8bc3, see more https://t.co/no8PBME5pa","9"
"669768138876129280","RT @OpeMasJusta: #opemasjusta dinfundir Comunicado q tod@s en #scs conozcan HUELGA INDEFINIDA @EquipoClavijo @chanofranquis #20D https://t.…","11"
"676007216839835648","RT @javierjuantur: #MasDuraSeraLaCaida
La polémica de #Ciudadanos x violencia de género pasa factura a Rivera https://t.co/hPxav2Gljq https…","2"
"674261144945762306","RT @virivero44: @marianorajoy @PPopular @Sorayapp Ganadora indiscutible #7DElDebateDecisivo #equippogana @GaviotaPopular @dloresn69 https:/…","9"
"672853406504079360","RT @RevillaMiguelA: Impresentable tipo. ¿Cómo es posible que le apoye el PSOE? 

https://t.co/vk6bgUvkuw","10"
"678883072608231424","@scasanovam será la candidata para las elecciones de marzo-abril. Y en el PSOE habrá cambios también.","1"
"674695966000287744","RT @alberto_p_ferre: Rivera y Ciudadanos prefirieron a Cristina Cifuentes y no a Angel Gabilondo, para presidir la Comunidad de Madrid","1"
"674074452787728384","Un sondeo interno da al PSPV un empate con el PP gracias al apoyo de los indecisos https://t.co/8Pyiqby09B https://t.co/gg93R27Nn5","1"
"679378693123383296","@Guackboy @jrspsdjrrubio89 @Witowito71 no te rias tanto pq el q va a votar al PP vais a ser vosotros. Nos vemos por aquí cuando PPPSOE ok?","1"
"679454191899799552","Desde Rivera (Uruguay) haciendo el aguante a peñarol un gigante del mundo , espectantes al #SorteoLibertadores","11"
"668173511601618945","RT @marbella24horas: El PSOE pide a los ciudadanos que le marquen un gol a Rajoy el 20-D https://t.co/YRCq7SGON5 @jsamarbella @alejandrillo…","9"
"676490675521773568","RT @TeresaRodr_: .@OlgaRodriguezfr acompañó a @Pablo_Iglesias_ a la Caja Mágica donde lo esperaban 12.000 personas, emocionante.
https://t.…","9"
"674231785467854848","RT @HouseofCards: @PabloIglesias Saluda con tu mano derecha, pero no olvides guardar una piedra en la izquierda. #7dElDebateDecisivo","9"
"672594981744414721","RT @rcabrero75: Pedro Sanchez no quiere enseñar su tesis..
Tampoco quiere contarnos su gestión en Bankia? #LaTesisDeSanchez https://t.co/Bj…","2"
"679272066147856384","RT @angelrd: ""Rechazamos las políticas de derechas, y para ello debemos votar NO a Rajoy y votar NO al PP en la sesión de investidura"" @sus…","1"
"677072917700730881","RT @CsCValenciana: El equipo C. El equipo #Ciudadanos. 
¡Equipazo! 
¡Con Ilusión!
https://t.co/VOiLuOrNiO https://t.co/cZibW1tBc6","9"
"678777974619942912","Cardenal Rivera aprueba el uso medicinal de la mariguana #Michoacán #Michoacan https://t.co/pz0LJEalLE https://t.co/2obcLRJsmq","11"
"673227996438786048","La Junta Electoral prohíbe un homenaje a un conselleiro de Fraga: El alcalde de Ordes, del PP, montó el acto e... https://t.co/88EiXS4GRN","2"
"672539748066529280","Arranca la campaña electoral del PSOE. Señal de tv #EnDirecto https://t.co/BmJcN1uDUV  https://t.co/32T8zY1Wu5
TWEET CITADO: Más de 1.000 personas esperan a @sanchezcastejon para que dé el pistoletazo de salida de su campaña en Getafe (Madr) https://t.co/zmeq7nCN64","9"
"668399465749958656","RT @PSOE: La manera de defender la #educación pública es mandar a Rajoy a su casa. @_susanadiaz #ElCambioqueUne https://t.co/2lVAZVxuGB","2"
"664961791429091330","RT @CarlosRaulHer: Algún organismo oficial ha reconocido incidente con los ciudadanos Flores?","11"
"672830320010481664","RT @JSAGranadaCEP: Recuperemos nuestros derechos. El próximo 20 de Diciembre #VotaPSOE por #UnFuturoParaLaMayoria #PSOE https://t.co/fjrZIN…","2"
"674530578948079616","RT @angelesvergara5: Camino de #Granada para ver a nuestro futuro Presidente .@Albert_Rivera #RutaCiudadana https://t.co/4h32xM6lUB","9"
"676008850873536512","RT @Gafas_y_reloj: Gritos de ""Yo soy español, español"" y ""Cataluña es España"" en #VistalegreNaranja. Es lo único que importa en #Ciudadanos…","2"
"674378080790700035","RT @FranCasamayor: CAMPAÑA @ahorapodemos : 8 diciembre, Palma de Mallorca.
#Remontada  :D 

Fotos: @DaniGago76 https://t.co/xQLh2SC9Qu","9"
"674220720759676928","RT @mariamoyaam1: La izquierda (PSOE, PODEMOS, Cs) ""miente que algo queda"", su filosofía. Estómagos agradecidos son sus votantes.  https://…
TWEET CITADO POR EL RETWEETEADO: El politólogo Iglesias afirma que en Andalucía se celebró ¡¡¡un referéndum en 1977!!! https://t.co/SMtQZR2wOm https://t.co/KGLl3OaQwc","9"
"674282278772736000","RT @ThunderRoad67: wue dice @_anapastor_  que esta foto es mentira porque en un video de quince segundos sólo se ve a uno con Iglesias http…
TWEET CITADO POR EL RETWEETEADO: Señora @_anapastor_ y señores de @atresmediacom ¿su norma no era 1 asesor x candidato? Veo cuatro junto a Iglesias. https://t.co/oBJSyMqcAf","9"
"669523679852761089","Así debería ser, pero ahora con salir en cualquier programa de tv haciendo el chorra parece suficiente. https://t.co/HGf9drGW65
TWEET CITADO: El trabajo principal de los políticos es estar con sus ciudadanos. Seguro que no es la última vez que nos vemos ;) https://t.co/SrjhHpkzku","2"
"674615465780584448","@PSOE Subir el salario mínimo, no nos dificultará la labor a los desempleados?","2"
"676509041967898624","RT @JoseMCorrales: Vergonzoso que el moderador interrumpa a @sanchezcastejon cuando denuncia que Rajoy no fue al resto de debates #CaraACar…","9"
"675054127706210304","RT @__Gonzalos__: Ciudadanos se atraganta a mitad de campaña por su posición sobre la violencia machista https://t.co/MIqyaryXHD","2"
"679440319298084864","“Si Rajoy no Gobierna, se tendrá que marchar"" https://t.co/HRuojumplc","1"
"678232318629314561","RT @PatGarret4: Sueños de facha ya lanzado. #Rivera favorecerá la investidura del PP y “no” la izquierda https://t.co/oPOAo6T0Rw https://t.…","1"
"669284443497082880","#RiveraEH a Pablo Motos solo le ha faltado meterse bajo la mesa a comerle la polla a Albert Rivera","10"
